Datum,Opis,Isplata,Uplata,Primalac/Platilac,Kategorija
01.09.2025,"Isplatasaračuna-
plaćanjeračuna",5503.9,0.0,A1,📱 Računi i usluge
01.09.2025,Kupovina,12060.0,0.0,"GALLERYBEST
DOOCACAK688",🍔 Restorani i dostava
01.09.2025,Kupovina,2853.0,0.0,"STAMPASISTEM
DOOBEOGRAD
688",❓ Ostalo
01.09.2025,Kupovina,9355.94,0.0,"LILLYAPOTEKA
CACAKRPCACAK
688",🏥 Apoteke
01.09.2025,Kupovina,1841.91,0.0,"LIDL204CACAK
ČAČAK688",🛒 Marketi
01.09.2025,Kupovina,1300.0,0.0,"KAFERESTORAN
PROLECECACAK
688",🍔 Restorani i dostava
02.09.2025,Kupovina,605.0,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
02.09.2025,Kupovina,6195.0,0.0,"RS05StopShop
CacaCACAK688",❓ Ostalo
02.09.2025,Kupovina,300.0,0.0,"Cacak3,RPCacak
688",❓ Ostalo
02.09.2025,Kupovina,1800.0,0.0,"Cacak3,RPCacak
688",❓ Ostalo
02.09.2025,Kupovina,2050.0,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
02.09.2025,Kupovina,1800.0,0.0,"MOBILENDSZTKR
CACAK688",❓ Ostalo
03.09.2025,"Bezgotovinskiprenos
uRSD",900.0,0.0,"JPNACIONALNI
PARKKOPAONIK
KOPAONIK",⛷️ Sport i rekreacija
03.09.2025,Kupovina,2414.0,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
04.09.2025,Kupovina,595.0,0.0,"STKRJELENA
CACAK688",🛒 Marketi
04.09.2025,Kupovina,1040.15,0.0,"PAYSPOT
VUCKOVICM1
CACAK688",🏥 Apoteke
04.09.2025,Kupovina,8448.3,0.0,"DMFILIJALAJ073
CACAK688",❓ Ostalo
04.09.2025,Kupovina,2659.39,0.0,"TEMPOEXPRESS
005BEOGRAD688",🛒 Marketi
04.09.2025,"Neto(OPJ1-1101):
AVG2025",0.0,3650.0,"FinTechSolutions
CEEDOO",❓ Ostalo
04.09.2025,"Netozarada:AVG
2025/1",0.0,394170.25,"FinTechSolutions
CEEDOO",👗 Odeća i obuća
04.09.2025,PRODAJA,176925.0,0.0,FILIPMILIĆEVIĆ,💱 Menjačnica
05.09.2025,Kupovina,1861.25,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
05.09.2025,Kupovina,1760.0,0.0,"GALIJAMIKICA
CVETKOVIC
CACAK688",🍔 Restorani i dostava
05.09.2025,Kupovina,4097.4,0.0,"DEXYCO924
RODACACAK
CACAK688",🛒 Marketi
05.09.2025,Kupovina,4100.0,0.0,"BENU
PHARMACIES132
Cacak688",🏥 Apoteke
05.09.2025,Kupovina,7687.1,0.0,"LILLYAPOTEKA
CACAKRPCACAK
688",🏥 Apoteke
08.09.2025,"Naknadazamesečno
održavanjeračuna",799.0,0.0,,📱 Računi i usluge
